title,description,bloggername,bloggerlink,postdate
블챌이면서 코로나일기...,"...코로나 걸렸습니다! 나는 진쩌 끝까지 피할 수 있을 줄 알았지!ㅋ큐ㅠㅠ 어무이 직장에서 코로나 확진자 발생 => 엄마 확진 => 나, 아빠, 동생 전부 확진ㅋ큐ㅠㅠㅠ 지금은 괜찮아요 완전은 아닌데 멀쩡함!...",검은색 둥지,https://blog.naver.com/k20000211,20220801
코로나 예방책,어제는 옆집 친구네 사장님께서 코로나가 걸려서~ (어디서 걸린지도 모른다네요)... 약은 아니지만 미리오는 질환을 미리 대처하는 기능식품이 지금의 코로나도 내 몸스스로 지켜내는 면역력 높이기로...,유니-웰 오혜숙생활단식 ㆍ 황 백 원,https://blog.naver.com/zusandong,20220809
"코로나 회복 음식, 영양제 (a.k.a. 체력.면역력 앞에 겸손하자)","코로나 확진, 그리고 회복방안 코로나 확진이 되었음에도 기저질환(자가면역질환)과 약물 알러지로 인해 별도 약을 처방받지 못했다. 증상은 어지럼증부터 시작해 극심한 근육통, 두통, 어지럼증이 사흘이었고...","인문학도 투자자, 한공",https://blog.naver.com/iamhankong,20220804
술장고에서 코로나 엑스트라(Corona Extra) 맥주 한 캔...,버드와이저랑 카프리 중 고민하다가 얼마 전에 구입한 코로나 엑스트라를 발견하여 코로나 엑스트라를 꺼냈다. 코로나 엑스트라는 처음이다. 무슨 맛일지 궁금하다. 어떤 맛일까...?;;; 코로나 엑스트라는 처음...,나에게로 떠나는 여행 -,https://blog.naver.com/moontaek__,20220810
코로나 아닌듯,"다시 천안 출장, 이번에는 안성휴게소 왕돈까스 새집증후군이 이런거다를 뼈저리게 깨닫고 온 출장 38도 무슨일, 코로나 인줄 알고 놀랐는데 3일 연속 자가키트 음성이다 천안 출장 갔다와서 피곤해서 그런걸까...",린경,https://blog.naver.com/86rikbsb,20220806
[블챌] 주간일기 8월 1주차 - 코로나 확진,8월 2일(화) 코로나 확진됐따 ㅠㅠㅠㅠㅠ 이렇게 자가키드로 두 줄을 본 건 니가 처음이야. 에휴. 그동안 잘 피한다 했는데 이게 뭔 일이여. 요즘 확진자 대부분이 처음 걸린 사람들이라는데… 하루종일 계속...,날씨를 파는 가게,https://blog.naver.com/waneestory,20220805
코로나 후유증  흔들흔들 두개골    어찌할까??,"코로나 자각격리 9일차 아직 진드기 처럼, 좀비 처럼 붙어 있는 코로나 후유증이 두어가지 있다 주변에서 말로만 듣던 코로나 확진을 경험하고 고열에 근육몸살통에 목소리 변화에 다양한 증상 경험 그리고 아직...",업라이프,https://blog.naver.com/perfect_mom,20220729
코로나 자가진단 키트 전국 편의점에서 판매,저는 이번 5차 코로나 백신접종이 8월 5일로 예정되어 있습니다. 벌써 확진자가 10만명을 훌쩍... 이럴 때 혹시나 싶은 경우 해볼 수 있는 코로나 자가진단키트에 대해 몇 번 소개 시켜 드렸는데요. 이...,새삶조각사의 그냥쫌해,https://blog.naver.com/1day1study,20220729
220807 - 코로나 와병기,배우자는 코로나에 걸리게 하면 안되니 친정으로 피난시키고 다음날부터 격리 시작. 나는 회식도 출근도 남들보다 많이 했지만 아직 코로나에 감염된 적이 없었다. 대유행으로 사무실이 텅텅 빌 때에도 나만...,읽기와 쓰기,https://blog.naver.com/wizseeker,20220807
코로나 미국 입국 준비물 (2022년 8월 기준),"또, 요즘은 홍콩을 제외하곤 거의 국경을 열고 미국은 찾아보니 코로나 검사도 안 해도... 코로나 시대 입국 관련하여 미국은 아래와 같은 정책을 가지고 있다고 합니다. 마스크: 일부...",네일라와 수련하는 쿤달리니 요가,https://blog.naver.com/starsunsmile,20220809
코로나 재유행 대비하는 6가지준비,코로나가 다시 유행을 하고 있습니다. 이제는 현명하게 대비하는게 중요할 것 같습니다. 그러기... 코로나 후유증을 줄이고 빨리 일상으로 복귀하게 한다 목표를 가졌다면 이제 목표를 향해 준비를 하는게...,건강주치의 박민수원장의 서울ND의원/기능의학연구소,https://blog.naver.com/ndcare,20220806
"☹장기적인 코로나 마스크 착용이 피부에 미치는 영향, 팔자주름",코로나 마스크 착용이 의무화되었던 초기에는 마스크에 의한 급성적인 피부변화에 대해 연구가 많이 되었는데요. 가장 대표적인 피부변화가 바로 #마스크여드름 #마스크네 입니다. 최근에는 마스크가 피부에...,피부과전문의 김지영원장의 닥터센서티브,https://blog.naver.com/divadance,20220805
코로나 자가 키트보다 많이 팔리는 오트밀 일본에서 한 달...,일본에서 만들어 먹은 것도 앞으로 기록해야죠~ 아직 코로나 후유증인 기침과 무기력증에서 완전히... 코로나 이후로 일본 사람들도 역시 건강에 대한 관심이 높아져 식생활에 많은 변화가 생겼다고 하는데...,예쁜밥,https://blog.naver.com/madamivory,20220809
코로나 오미크론 변이 BA.5 증상,추천해요 코로나 BA.5 증상 1일차 목이 아프고 미열이 나다가 점점 열이 오르더니 38도까지 올라가서... 저는 식욕부진과 피로감은 없었고 대부분 증상들을 다 겪은거 같아요 코로나 걸리면 입맛이 없다고...,워킹맘의 경제적 자유 달성기,https://blog.naver.com/dorothy8800,20220728
코로나 격리 마지막날,키위는 아니지만 아무튼 국내산 키위로 만든 키위 와인 걸쳤습니다~~~ 격리 체질인 거 인정! 2주도 하라고 하면 할 수 있어여! 하긴 코로나 초반에 1달도 했었다구여×-× 슬기롭게 먹은 동굴인생 막을 내립니다!,"Not Ability, But Choice - 인생 노답",https://blog.naver.com/khi2792,20220809
코로나 잠복기간 며칠? 코로나 잠복기 전염 증상,7월 26일 코로나 신규확진자수가 10만이 넘으며 코로나 재유행이 시작되었다는 언론 기사를 많이 접했지만 다행히 이날 이후 꾸준히 신규 확진자 수가 줄어들고 있어 다행이지만 아직 안심할 단계는 아닙니다....,텃밭연구소,https://blog.naver.com/aldus_06,20220801
"코로나시대 센스있는 개업선물 추천, 무선 방역소독기, 세이프건","질긴 코로나가 끝날 듯 끝나지 않네요. 저는 사실 둔한 스타일이라 감기처럼 생각하자, 하고 대충... 주변에 개업하시는 지인이 있다면 코로나시국에 센스있는 개업선물로 추천드려요. 아이리스...",한량일기 [閑良日記],https://blog.naver.com/for_sbe,20220807
코로나 확진 4일차 근황,지난 3년간 코로나에 단 한번도 걸리지 않아서 '어? 나 혹시 슈퍼유전자?' 혹은 '어어? 나 혹시 나도 모르게 걸렸다가 나은 사람?' 따위의 생각을 하고 있었던 내가... 진짜로 코로나 오미크론에게 지고 말았다....,:: It is up to me,https://blog.naver.com/dkfksl93,20220805
대명리조트 숙박 취소... w/ 코로나,임박해서 그것도 며칠 전에 아빠 코로나 걸리셨다... 아..... 아부지 혼자 장어 드시러 다녀오시더니 코로나까지 드시고 오셨다 예약 취소 대명리조트 홈페이지 or 콜센터 숙박 2일 전에 예약 취소라서... 따로...,Leichel Story,https://blog.naver.com/dkfmaskfk12,20220804
[블로그 기자단 장지현] 코로나19와 산재신청,"코로나19와 산재신청 여러분, 안녕하세요! 근로복지공단 국민기자단 12기 장지현입니다 :D 오늘은 국민기자단 두 번째 포스팅을 가져왔는데요, 코로나19 바이러스로 인해 어려움을 겪은지 3년이 다 되어가는...",근로복지공단 대표 공식블로그 희망누리,https://blog.naver.com/comwel2009,20220511
코로나19 일상회복의 시작 「구리시 별밤운동교실」,코로나19 일상회복의 시작 「구리시 별밤운동교실」 접수기간 수업 운영 기간 별 상이 (현재 5월~9월... 무료 ✅마스크착용 ✅코로나19 거리두기 조치 시 온라인 접수 순으로 인원이 제한될수 있음. 문의전화...,구리시 공식 블로그,https://blog.naver.com/guri9279,20220705
코로나 온가족확진의 과정 ㅠ,코로나가 최근 다시 확산하면서 우리 가족들도 처음으로 유행을 피해가지 못했네요. 12일 전 둘째를... 전혀 코로나인지 몰랐던 경우인데 [확진 전 증상] 둘째발현 6일차즈음 그네타다 어지럽고 힘들어서...,innocent1789님의 블로그,https://blog.naver.com/innocent1789,20220805
코로나 확진 되어서 격리되었습니다.,휴가 갔다 와서 코로나 확진을 바로 받아서 오늘까지 격리되었습니다. 아이들이 먼저 전날 몸에 열이 나고 기침을 조금 했는데 자가 진단키트로 진단해보니 코로나 양성이 나와서 PCR검사를 했고...,디지털팜,https://blog.naver.com/dajo815,20220803
여덞번째 블챌 주간일기 #여름휴가 코로나확진,여덞번째 블챌 주간일기 #여름휴가 코로나확진 27일 새벽4시 일어나서 자고있는 애들 안고 출발한 땅끝... ㅋㅋㅋㅋㅋ 날씨요정과 여행 마무리 후 대구가는길 엄청 아프더니 우린 예삐빼고 다 코로나 확진되었다...,핑크&apos;ming 37.2&apos;C,https://blog.naver.com/pinkming06,20220731
"[한국] 일본입국전 코로나 양성 증상, 자가진단키트가 틀려요?","요즘 코로나 확진자 너무 많이 늘어요! 일본입국이 얼마 남지 않은 이시기에 주변 지인에 가족까지 코로나에 걸려버렸네요.ㅠㅠ 7/27 형부의 감기 2박3일 골프여행을 다녀오신 언니부부, 언니는 형부가...",일본 직장녀의 東京생활기,https://blog.naver.com/misonip,20220803
코로나로 막차를 타고,코로나에 걸렸다. 확진 6일째 눈물나는 기침이 나올때마다 아.. 안돼!!! 하면서 기침 시작 그래도 많이... 이번 코로나 우세종은 정말 전파력이 강한가보다. 유행하자마자 동참 해버린 우리 ^.^ 병원 신속항원 검사...,소울트립보고서,https://blog.naver.com/aboutclaire,20220726
코로나 휴우증(?),#코로나휴우증 #코로나속쓰림 #미각상실 남편말고 나만 온전히 겪고 있는 #코로나휴우증 미각이 약해진 탓에 자극적인 음식이 먹고싶어서 격리해제날 먹으러간 짬뽕- 평소에 아우 매워~이러면서 국물은 커녕...,bittersweet,https://blog.naver.com/assy80,20220802
코로나 확진_ 자가격리 7일 지나고 슬금슬금 수면 위로 꼬로록...,#코로나자가격리 #자가격리7일 #10일은지나야하나 #코로나 #코로나19 #코로나격리생활끝 #코로나격리 코로나 확진자 굳이 겪어보지 않아도 갠츈한대 그러기를 바랬지만… 그게 어디 내맘과 같겠뉘 그거슨 마치...,Candy의 소소한 일상 이야기~★,https://blog.naver.com/kykkklove,20220804
코로나 쓴 여인,7월 초에는 지독한 감기몸살로 일주일을 넘게 아팠는데 겨우 회복되고나니 코로나에 걸려서 고생했다. 증상은 흔히들 아는 코로나 증상이었고 여느 목감기와 비슷한듯 목이 좀 다르게 불편했다. 서너흘은...,The starry night,https://blog.naver.com/mysoulmj,20220724
코로나 확진자 BA5 증상 설사 인후통 두통 기침 6일차의 기록,"안녕하세요, 화읽남 입니다 오늘은 코로나 확진자 5일차 일기로 코로나 BA5 확진 후 느낄 수 있었던 다양한 증상에 대해 기록할 수 있도록 하겠습니다 어제는 과도한 피로가 몰려와 일에 제대로 집중을 할 수...",화장품읽어주는남자,https://blog.naver.com/cosreader,20220805
코로나19 확진자 조사서,"바로 #코로나_검사 를 했고 1~2분만에 양성 판정을 받아 바로 그 날부로 #자가격리 에 들어갔다. 의사쌤을 만나기 전 대기 중에 따로 코로나 검사를 하러 오신 부부가 계셨는데 남편 분이, 집에 있는 #코로나...",룰루랄라 나봉봉,https://blog.naver.com/lunasally,20220729
"2021.08.02~2022.08.07 : 코로나 확진 1년, 그 후... (하루...","[글]쓰기/주제가있는 글 2021.08.02~2022.08.07 : 코로나 확진 1년, 그 후... (하루 확진자 1,800명대에서 100,000명대로) sound4u 2022. 8. 8. 23:59 작년 이맘때 코로나 확진이 됐다. 2021년 7월 28일 간염이 되고...",청자몽의 하루 - 청자몽의 하루,https://sound4u.tistory.com/,20220808
코로나 바이러스 방역 가능한 노바이러스 공기살균기 효능 및...,코로나 바이러스의 위협이 또 다시 시작된 요즘! 오늘은 가까이만 두어도 코로나 바이러스를 예방할 수 있는 특별한 공기살균기를 소개할까 합니다. 바로 생명과학 강국 아일랜드에서 만든 강력한...,GATEVISION 다이슨 로라스타 이메텍 비쎌 노바이러스,https://blog.naver.com/gatewelly,20220809
코로나 확진자 생활체육센터 부분환불,"수영장 코로나 부분 환불, 체육센터 코로나 환불, 코로나 격리 환불, 스포츠센터 수강료 할인 코로나, 체육센터 수강료할인 코로나 확진, 체육센터 수강료감면 코로나, 코로나 지원",게으름쟁이,https://blog.naver.com/znqm,20220811
"코로나19 백신 4차접종율, 재유행  확산과 코로나에 걸리면...","22.8.5기준 코로나19 감염자는 일본(231,591명), 미국(189,192명)에 이어 한국(112,857명) 확진되어 3위의... 22.8.2~5 세계 주요국 코로나 감염현황 출처 : 코비드19 22.8.6현재 출처 : 코비드19 대유행 확산, 재감염시...",追憶으로 가는 時間 旅行,https://blog.naver.com/loitocorp,20220808
2022년 7월 마지막 주 : 코로나 확진,"찐-하,,하지 못함 왜냐 코로나 걸렸기 때문 ㅠㅠㅠㅠ싁쉭,,어디 놀러가지도 않고 착실히 지옥같은 7월의 모든 행사 다 끝냈더니 어랏? 몸이 좀 안좋은데,,? 응 코로나^^ 바로 걸려버림 이렇게 선명한 두 줄은...",찐메이의 커다란 외장하드,https://blog.naver.com/ck_mh,20220727
12일 단식 후 보식 12일 자연식물식 45일 코로나 증상,7/28 헬스 당기는 운동 12일 단식 후 보식 12일 자연식물식 45일 코로나 증상 7/28 목 참외샐러드... 월 코로나 PCR검사 받음 발열오한 증상 사라지고 밤에 기침 인후통 감자조림과 현미밥 김치볶음밥 8/2 화...,"알마, 지금 여기",https://blog.naver.com/asdop0,20220803
코로나 확진자 자가격리 중 외출 어떻게 될까,코로나 확진자 자가격리를 7일을 하도록 되어 있습니다. 이 시간 동안 밖으로 나가거나 이동을 하다가 적발이 되면 별도의 징역형 또는 벌금형을 받도록 규정을 만들어 놓았습니다. 이런 점에서 볼 때 코로나...,『ココニイルコト』,https://blog.naver.com/time_to_rock,20220810
남편과 단둘이 떠난 병지방오토캠핑장 그리고 코로나 양성,캠핑장엔 사람들도 많지 않았고 나는 마스크도 잘 쓰고 다녔는데 남편은 언제 어디서 코로나에... 총체적 난국이라는 ㅠㅠ 이 아픔이 지나가면 코로나도 낫겠지! 힘내자 아자아자~ <캠핑후 비워낸것들...,은구슬짱의 이야기,https://blog.naver.com/peo113,20220816
"Day39-바르셀로나 안티젠 코로나검사. CCCB관람, 꿀대구로...","감기기운이 무섭지만 코로나검사를 해야했다. 아침일찍 달려간 약국 #안티젠검사 약사분이 보는 앞에서 코를찌르는 방식이다, 24시간이고 18유로로 이 근방에서 가장저렴하다. 결과는15분뒤 서면받기가능...",하루하루 일상담기,https://blog.naver.com/kimchanhee14,20220815
"미국 여행 준비물! 코로나19 출입국 서류, 입국 후 PCR 검사","코로나 19 관련된 증빙서류들 준비하기 특히 시간, 확진 추이에 따라 정책이 너무 자주 바뀌어서 계속... 홈페이지에서 코로나 19 관련 출국, 입국, 교통, 검사 등등에 대한 정보를 제공하고 있다 2022년 6월...",고고,https://blog.naver.com/grb_080913,20220712
코로나 확진 그리고 후유증,이게 코로나가 아니면 뭐란 말인가 하면서 신속항원키트 3개 실시해 봄 띠로리 지금까지 신속항원키트... 주변에 코로나 검사하는 병원 탐색 후 바로 병원으로 달려갔는데 의사선생님의 코와 목이 뻥 뚫리는...,추억보관함,https://blog.naver.com/hyrioo,20220804
코로나다반사,코로나다반사 결국 코로나에 걸렸다. 자다가 기침을 해대서 뭐지? 했는데 그 담날 직장에서 하루종일 물놀이 하는 날이라 홀딱 젖으며 나 이러다가 괜찮을까 싶어서 키트로 검사한번 했드만 또 음성이길래...,젊은날의 초상,https://blog.naver.com/maysix71,20220725
"코로나 확진자 수 10만 명 돌파, 방심할 때가 가장 위험하다.","코로나 신규 확진자가 2022년 8월 1일 오후 9시 기준으로 최소 10만 명을 넘어선 것으로 알려졌기에 조금... 뉴스에 따르면, 오후 9시까지 알려진 코로나 확진자는 정확하게 10만 6,373명으로 12시까지 집계된다면...","내 몸의 특별한 에너지, 젠요가",https://blog.naver.com/zenyoga01,20220801
냉방병 vs 코로나 vs 폐렴 비슷하지만 다른 증상들,"특히 최근 코로나가 재유행하기 시작하면서 냉방병과 코로나 증상을 착각하는 경우가 많아졌습니다. 코로나의 경우 빠른 진단과 격리가 필요하기에 오늘은 냉방병과 코로나, 그리고 비슷한 증상의 폐렴까지...",고도일병원 공식블로그,https://blog.naver.com/durant_20,20220808
2022.08.09. 코로나 병상일기 #1 - 필자의 코로나 확진,그러니 어느정도 신뢰할 수는 있기 때문에 코로나는 아닐 것이라고 생각하였다. 다음날인 2022.08.09.... 여태 코로나 한번도 걸린 적이 없다고 하니 사정없이 코를 쑤셨다. 그리고 채 3분도 지나지 않아서....,Charbell&apos;s,https://blog.naver.com/charbell,20220809
코로나 확진자 심각한 후각상실 미각상실 가래 기침 4일차,"안녕하세요, 화읽남 입니다 오늘은 코로나 확진자 일기 4일차로 심각한 후각상실 미각상실 가래 기침 증상에 대해 공유할 수 있도록 할게요 코로나 확진자 어제는 새벽에 잠에 들었고 아침 7시 정도에...",화장품읽어주는남자,https://blog.naver.com/cosreader,20220803
"#Book. 포스트 코로나 마케팅, 실무자에게 길을 묻다","포스트 코로나 마케팅, 실무자에게 길을 묻다 저자 조연진, 박수영, 박대식, 성준현, 이보원 출판... 코로나 전후의 마케팅 방식 병화에 대한 고민에 참고가 될만한 사례들이 소개되어 있다. 내가 이 책을...",over the 파챠,https://blog.naver.com/ishuter,20220813
붙이는 패치형 백신 '핵사프로(Hexapro) 코로나19 스파이크...,바늘을 사용하지 않고 피부에 붙이는 패치 형태의 백신이 동물실험에서 신종 코로나바이러스 감염증(코로나19) 변이에 효과를 보인 것으로 나타났습니다. 연구팀에 따르면 기존 코로나19 백신보다 델타나...,구르는돌&ThroughOut,https://blog.naver.com/rboder,20220814
블챌 8주차 근데 코로나를 곁들인,안녕들 코로나 5차 유행 한다는데 유행의 선두주자 답게 코로나 걸린 블로그 주인장 이올시다. 근데 너무 아프네.. 약 안먹었으면 눈도 못뜨고 있을듯.. 아무튼 나 너무 심심하다  스마트폰 없는 삶은...,좋은 날,https://blog.naver.com/tnrud8656,20220725
[심평줌인] 코로나19 재유행 대비 의료대응 체계 점검,"최근 코로나19 확진자 수 등에서 감소세가 유지되는 것으로 보여지나, 지난 6월 29일 기준 일일 신규... 이에 따라, 정부는 코로나19 재유행 상황에 대비하여 일반의료체계 중심의 대응전략을 준비하면서...",건강보험심사평가원 공식 블로그,https://blog.naver.com/ok_hira,20220718
"괌여행 3일차 괌 코로나 검사 무료, 에그앤띵스, 괌 스쿠버다이빙","괌여행, 괌코로나검사,괌스쿠버다이빙 괌여행 3일차 안녕하세요 ! 오늘은 괌여행 삼일차에 대해서 써보려고 합니다. 우선 괌여행 삼일차 때는 약간의 늦잠과 함께 괌코로나 검사로 시작했습니다. 괌 코로나...",Seize the day,https://blog.naver.com/zxcv23571,20220806
인수공통 신종 바이러스 출연. 코로나 19도 아직 안 끝났는데...,"이 두 바이러스의 천연 숙주는 모두 앙골라 과일박쥐이며 치사율은 40~75%에 이른다고 하네요. 여하튼 코로나 19도 아직 종식되지 않은 상황에서, 또 다른 바이러스 출연이 그렇게 반갑지만은 않습니다. 3 구독하기",캘리홀릭,https://calholic.tistory.com/,20220810
"22년7월일상(7) 여름감기는 무슨, 코로나 확진이요~",여름감기의 낭만이 아닌 코로나 양성이라는 현실이었다. 비타민이라도 잔뜩 먹고 출근하고 싶었던... 코로나19의 증상은 하루~이틀에 걸쳐 다채롭게 변화하고 있는데 목이 아주 건조하고 찢어질 듯 아프며...,유랑자의 노란기록,https://blog.naver.com/yyk1347,20220731
주말 기록(feat. 결국 코로나 양성),실시했던 코로나 검사는 음성이 나와 출근해서 열심히 일했는데 컨디션이 깨송하진 않았다 (자가 검사... 마치고 #코로나양성 #코로나확진 #자가격리중 자꾸만 오르는 열이 이상해 자가 검사 키트를 꺼내 검사를...,돈주고 개고생 Life~☆,https://blog.naver.com/chy9077,20220816
"광교1동, 코로나19 방지 주민자치센터 방역체계 구축 강화",코로나19 재확산에 따라 주민자치센터 수강생을 대상으로 적극적인 개인방역 수칙 준수를 홍보했습니다. 광교1동 주민자치센터는 주기적 청사 방역 및 소독(다빈도 접촉부위 1일 1회 소독)을 실시하여 코로나...,"효원로 407, 영통구청",https://blog.naver.com/ytstory,20220810
[코로나 4차 백신 접종 병원 : 웰튼병원] 코로나 초기증상...,웰튼의 치료/내과·검진센터 [코로나 4차 백신 접종 병원 : 웰튼병원] 코로나 초기증상 알아보기 웰튼지기 2022. 7. 20. 18:36 코로나19 바이러스가 재확산되어 확진자가 급격하게 늘어가고 있습니다. 이제 한숨...,웰튼병원의 건강생각,https://wellton.tistory.com/,20220720
7월11일 개정후 첫코로나 후기,"제가 어제밤 25일자 오늘 새벽부터 격리해제가 되었거든요~~~~ 저희 가족의 코로나 확진은 이번이... 다행인건 첫날은 날을 꼬박샜었는데, 코로나 2차예방 접종 맞아서 아플때랑 통증도 비슷하고요. 심지어...",카르페디엠,https://blog.naver.com/rejina75,20220725
코로나 나는 안 걸릴 줄 알았다.,"목이 조금이라도 칼칼하면 매번 코로나 자가키트로 검사를 했었는데, 그때마다 음성이라서 난 너무 걱정이 많아서 탈이야 라고만 생각했다. 병원에 가서 검사서까지 받았다. 희미하게 두 줄이 나왔지만 명백한...","박진영, 뇽, 푸딩의 이야기",https://blog.naver.com/puding83,20220803
코로나 확진 1일차,-----------------------코로나 양성판정-------------------------------------- 8월 2일 코로나 키트 (+) 일단 집에가서 제가 있을 공간에 대해 방 정리를 시작했고 소독제를 마구마구 뿌렸습니다... 곧 보건소에서 문자가왔고...,달빛소울,https://blog.naver.com/puerchoup33,20220802
"싱가포르 코로나 여행자보험 가입하기 , 헤이몬도 대체  (광고 ❌)","이제 조금만 있으면 난 싱가포르에 있겠구나 ☺ 여행을 떠나기 전, 혹시나 모를 코로나 양성에 대비하여 싱가포르 코로나 여행자 보험 가입을 했다  사실 처음에 헤이몬도 보험 가입을 하려했으나.. 7월...",여행가고 먹기 위해 사는 자유여행자 바리콩,https://blog.naver.com/dodentjfl,20220805
코로나 맥주가 매장... 코로나 맥주의 신박한 역발상...,코로나 맥주가 매장 선반에서 병을 뒤집은 이유는? 코로나 맥주의 신박한 역발상 마케팅 제품을 매장에서 제품을 진열하거나 광고에서 제품을 홍보할 때는 당연히 브랜드 로고나 이름이 잘 드러나도록...,스투시의 Marketing&AD Factory,https://blog.naver.com/stussy9505,20220814
코로나 재확산에 따른 달라진 정책들을 알려드립니다.,다시 재확산이 급격하게 퍼지고 있는 코로나19 바이러스 서구는 준비합니다! 코로나 재확산에 따른 달라진 정책들을 알려드립니다.  市임시선별검사소와 생활치료센터 재운영(8.11~)  코로나 재택치료체계...,광주광역시 서구청 공식 블로그,https://blog.naver.com/gwangjuseogu,20220810
"코로나 후유증 의심, 마지막 편 (feat. 월경과다 끝낸 이야기)",#코로나 #오미크론 #후유증 #생리불순 #생리과다 #월경과다 #하혈 #호르몬불균형 #호르몬제처방 #월경과다 #하혈 #생리3주째 #클래라정 #호르몬제 코로나 후유증으로 의심되는 증상 (생리 과다? 또는 하혈?)으로...,J 이야기,https://blog.naver.com/twinkling_j,20220811
"코로나 확진, 자가격리",이번주 수요일 오전에 코로나 확진 판정을 받았습니다. 주말에 확진자 접촉후 식은땀이 나고... 찾아서 코로나 자가진단키트로 검사했는데 나오지 않았습니다. 다음날 헤어지고 난후 재검사때 두줄이 나왔다고...,메릭의 산과사진,https://blog.naver.com/kjpyo,20220805
아이의 코로나 확진,"둘째가 코로나에 걸렸다. 최초 코로나와 오미크론을 버틴, 게다가 하루 수십만 명씩 확진되어도 위기의식조차 없던 독일에서 반 년이나 지내다 왔어도 끄떡없던 아이였다. 지난 월요일 저녁, 마치 게임에서 진...",박헌정의 하루한편,https://blog.naver.com/portugal4,20220805
코로나19 대응을 위한 주요 정보 안내,"문의 코로나19 4차 접종 확대 구 분 주요내용 비고 접종대상 50대(1972.12.31.이전 출생자), 18세... 기존 코로나19검사, 진료, 처방 등을 담당하던 호흡기전담클리닉, 호흡기진료지정의료기관, 의료진료센터...",광진구청 공식 블로그,https://blog.naver.com/gwangjin_b,20220718
코로나가 나에게도,그 이후로 비몽사몽이 지나가고 있었고 큰딸이 혹시 코로나 아니냐며 간이 검사키트를 갖다 주었는데 손하나 까딱할수 없을만큼 이미 내몸이 아니었다. 큰딸이 콧구멍을 쑤셨고 아빠 코로나라며 내방에서...,박씨 parksee.net /달식이농장,https://blog.naver.com/psh0857,20220726
"천안시, 코로나19 6차 대유행 대응 방안 발표 및 요양병원 점검...","천안시는 코로나19 6차 대유행이 본격화되며 일일 신규 확진자 수가 1,000여 명 대를 넘어 2,000명대까지 발생함에 따라 선제적이고 안정적인 확진자 관리를 위해 코로나19 재유행 관련 대응 방안을 시민들께...",새로운 천안 행복한 시민,https://blog.naver.com/fastcheonan,20220812
"4월 확진, 7월 두번째 확진. 코로나 격리 밥상ing",녜..코로나 격리 5일차 이번주 7월 25일 월요일 새벽부터 목이 좀 아프다? 불편하다 싶어서 화요일... 아무턴간에 11시에 다시 갔더니 요즘 일본은 역대급 코로나 대 퍽ㅋ발ㅋ시기라 먼저 키트 검사를 해보자고...,노는게 제일 좋아,https://blog.naver.com/jjh_pey,20220730
[코로나 이후 첫 해외여행] 한국 입국하기 (시드니...,RAT은 우리가 집에서 하는 코로나 검사 키트와 동일한 키트를 전문가들이 진행해주는 것이며... 여유롭게 검사하시는 것을 추천드립니다. #시드니공항코로나테스트 #RAT테스트 #코로나검사 #한국입국,쭈절주절,https://blog.naver.com/jyj38,20220814
코로나19 이렇게 함께해요!,코로나19 이렇게 함께해요!♂️ 4차 백신 접종 확대 시행 4차 접종은 중증화 · 사망 위험을 절반... 은평구보건소 코로나19 백신접종 콜센터 (02-351-8208)로 예약이 가능합니다 호흡기 환자 진료센터 이용...,은평구 블로그,https://blog.naver.com/eunpyeonggu,20220725
"일주일만에 출근, 아이들 코로나 격리 끝!","아이들이 지난주 코로나 연달아 확진되고 약 10일간 격리 기간을 가졌다. 집에서 마스크를 쓰고... 그러려면 지금부터 준비해야하는게 맞지만, 코로나 격리가 끝나고 나니 휴가기간이랑 겹쳐서 예년보다는 조금...",도다미네 너의 봄을 사랑한다 아기옷공구마켓,https://blog.naver.com/yamgo777,20220808
안정리에 나타난 코로나를 물리치는 우리나라 수호신들,코로나를 물리치는 우리나라 수호신들 코로나19로 인한 사회적 거리두기가 해지되었지만 길고 긴 코로나19는 진행중입니다. 코로나19로부터 더 이상 피해를 입지 않게 해주는 수호신이 나타났습니다. 평택시...,평택시,https://blog.naver.com/pt_story,20220713
코로나 확진 격리중 증상일기(7/25~7/31),#코로나증상 #격리일기 생생후기 올려달라는 칭긔님의 요청에 의해 써봅니당 2일차 3일차 3번정도... 전에 엄마아빠 코로나 걸렸을때도 비슷한 증상 있었는데 계속 음성이었어서 그냥 감기인가보다~ 하면서도...,"평범하지만, 조금은 특별하게✨",https://blog.naver.com/kyj1992kr,20220727
초등학생 코로나 고열에 효과 좋은 한약,저도 코로나 후유증 치료약을 지어서 복용하기 시작했어요.. 아이들도 코로나 치료시기를 지나고 후유증 약으로 이어서 복용 시키려고 합니다. 목동에 있는 아이꿈 한의원은 제가 10년째 다니고 있는...,경제적 자유를 꿈꾸는 아바타,https://blog.naver.com/dami0218,20220802
코로나 재감염 증상 ba5 ba4,"오늘은 코로나 재감염 증상 및 ba5 ba4에 대하여 자세히 알아봅니다. 코로나 재감염 증상과 ba5 ba4 오미크론 ba5 및 ba4에 감염된 사람들은 주로 기침, 콧물, 인후통, 피로, 두통 및 근육통, 발열, 설사 등이...",의학노트-진료실의 QA,https://blog.naver.com/assdfg2,20220711
