title,originallink,description,pubDate
"[속보] 18일 0시 기준 대구 9,933, 경북 1만125, 전국 17만8,574명 코로나19 ...",https://www.yeongnam.com/web/view.php?key=20220818000916068,"18일 0시 기준 코로나19 추가 확진(중앙방역대책본부 집계)▶대구= 추가 확진 9,933명, 누적 91만9,,026명 ▶경북= 추가 확진 1만125명, 누적 95만8,620명☞시군별 추가 확진 포항 2,082명, 구미 1,982명...","Thu, 18 Aug 2022 09:24:00 +0900"
17일 경남 코로나 9373명…창원 2583명,http://www.kukinews.com/newsView/kuk202208170185,경남 코로나19 신규 확진자가 17일 오후 4시30분 현재(오전 10시 이후) 9373명이다. 17일 오전 10시... 오늘 0시 기준 코로나19 신규 확진자는 18만236명이며 사망자는 42명 늘어 누적 2만5752명이다. 창원=,"Wed, 17 Aug 2022 17:34:00 +0900"
[투자의 창] 코로나 생존기업서 찾는 투자 기회,https://www.sedaily.com/NewsView/269U0DWGOZ,"2년여 동안의 코로나19 팬데믹을 거치며 회사채 시장에서는 우량한 기업만 살아남을 수 있었다. 둘째, 회사채 금리와 신용 스프레드가 수년 사이 최고치를 기록하면서 회사채 밸류에이션이 상당히 매력적인 수준이다. 이는...","Wed, 17 Aug 2022 16:43:00 +0900"
코로나19 위기극복 8월 주민세 전액감면,http://www.kbmaeil.com/news/articleView.html?idxno=936660,예천군은 코로나19 장기화에 따라 경제적 어려움을 겪고 있는 군민들을 위해 8월에 부과되는 주민세를 전액 감면하기로 결정했다. 지난 5월 7일 제245회 예천군의회 임시회에서 '코로나19 피해자 지원을 위한 지방세 감면...,"Wed, 17 Aug 2022 20:36:00 +0900"
'789% 폭증' 코로나 청정국 최대 위기…재난사태 선포한 이 나라,http://news.mk.co.kr/newsRead.php?no=720183&year=2022,신종 코로나바이러스 감염증(코로나19) 청정 지역으로 알려졌던 태평양 섬나라 마셜제도마저 무너질 위기에 몰렸다. 15일(현지시간) 국제 통계사이트 월드오미터에 따르면 전날 마셜제도(인구 5만9000명)의 코로나19...,"Mon, 15 Aug 2022 17:42:00 +0900"
"백신 4번 맞은 화이자 CEO도 코로나 확진…""매우 가벼운 증상""",https://news.sbs.co.kr/news/endPage.do?news_id=N1006860871&plink=ORI&cooper=NAVER,미국 제약사 화이자의 앨버트 불라 최고경영자(CEO)가 코로나19 양성 판정을 받았다고 회사 측이... 화이자는 독일 바이오엔테크와 함께 코로나19 백신을 개발해 미국 등 각국 정부로부터 가장 먼저 긴급사용 승인을 받은...,"Tue, 16 Aug 2022 03:24:00 +0900"
"학산면 새마을협의회, 코로나19에도 변함없는 이웃사랑 '눈길'",https://www.ccdailynews.com/news/articleView.html?idxno=2148677,"충북 영동군 학산면새마을지도자협의회가 코로나19와 무더위 속에서도 변함없는 나눔과 봉사활동으로... 장두석·설재분 회장은 ""무더위와 코로나19 감염병 재확산으로 힘든 시기에도 불구하고 봉사에 적극 참여해 준...","Wed, 17 Aug 2022 15:08:00 +0900"
코로나 확진자 18만명 발생,http://www.newsis.com/view/?id=NISI20220817_0019144655,"코로나19 하루 확진자 수가 18만803명 발생, 넉달여만에 최다치를 기록한 17일 오후 서울 광진구 코로나19 거점전담병원인 혜민병원에서 의료진이 환자를 이송하고 있다. 2022.08.17. kgb@newsis.com 공감언론 뉴시스가...","Wed, 17 Aug 2022 16:33:00 +0900"
"현대바이오 ""코로나19 먹는약 2상, 오늘 환자모집 3분의1 완료""",http://news.mt.co.kr/mtview.php?no=2022081609374941989,"현대바이오는 코로나19 먹는 치료제 'CP-COV03' 임상 2상 참여 환자 수가 16일 100명을 넘어설 것으로... 현재 CP-COV03의 코로나19 임상 2상은 베스티안과 김포 우리병원, 고대 안산병원 등 3곳에서 진행되고 있다....","Tue, 16 Aug 2022 09:49:00 +0900"
"웰스바이오, 강원도 등에 코로나 자가검사키트 공급",https://www.nocutnews.co.kr/news/5802740,"웰스바이오는 강원도와 대전시,울산시, 전라남도 교육청 등에 코로나19 자가검사키트 85만개를 신규 공급하는 계약을 최근 체결했다고 16일 밝혔다. 웰스바이오는 ""올해 초 전국 시도 11개 교육청에 214만개의...","Tue, 16 Aug 2022 17:34:00 +0900"
[포토] 용산 코로나19 선별진료소,http://www.edaily.co.kr/news/newspath.asp?newsid=02915926632428304,"17일 서울 용산구 용산보건소 코로나19 선별진료소에서 시민들이 검사를 받기 위해 대기하고 있다. 한편, 중앙방역대책본부는 이날 0시 기준 코로나19 신규 확진자가 18만 803명 발생했다고 밝혀 18주 만에 최고치를...","Wed, 17 Aug 2022 14:19:00 +0900"
"[로펌의기술](75) “‘코로나 타격’ 영화관, ‘임대료 감면’”... 법무법인...",https://biz.chosun.com/topics/law_firm/2022/08/17/LQHWBAT6JFDFBCG5RZMRJNGNXM/?utm_source=naver&utm_medium=original&utm_campaign=biz,예외 아냐” 사드 사태 피해 본 청주공항 면세점 판례가 결정적 민법 628조와 사정 변경 원칙 강조 코로나19... 코로나19를 예측할 수 없던 상황에서 이뤄진 계약에 근거했기 때문에 당사자들의 입장이 첨예하게 갈렸다....,"Wed, 17 Aug 2022 06:01:00 +0900"
경기 코로나19 신규확진 4만5964명…4개월만에 최다치,https://www.pressian.com/pages/articles/2022081710213800094?utm_source=naver&utm_medium=search,경기지역 코로나19 신규 확진자가 어제(16일) 하루 동안 4만5964명이 발생했다. 전날보다 2만4903명이 늘면서 지난 4월 12일(5만1796명) 이후 최다치를 기록했다. 경기도는 17일 0시 기준 코로나19 신규...,"Wed, 17 Aug 2022 10:23:00 +0900"
"김윤철 합천군수, 코로나19 4차접종 적극동참 당부",https://www.siminilbo.co.kr/news/newsview.php?ncode=1160287456257041,김윤철 합천군수는 17일 합천군 보건소에서 코로나19 백신 4차 접종을 받았다. 김군수는 접종에 앞서 코로나19 최일선에서 애쓰는 의료진과 보건소 관계자를 격려했으며 예방접종상황을 꼼꼼히 점검했다. 한편...,"Wed, 17 Aug 2022 16:06:00 +0900"
"“코로나 이후 살쪘어요” 강동구, 비만탈출 건강교실 연다",http://www.seouland.com/arti/society/society_general/10022.html,구 관계자는 “한국건강증진개발원에 따르면 코로나19 장기화로 환경과 생활습관이 변해 국민 10명 중 4명이 코로나 이전과 비교해 평균 3.5kg이 증가한 것으로 나타났다”며 “운동 및 식습관 등 주민들의 생활습관...,"Wed, 17 Aug 2022 18:44:00 +0900"
"빌 게이츠 오전 국회 연설, 오후 윤 대통령 면담···코로나 국제공조 행보",https://www.khan.co.kr/politics/president/article/202208160723001,국회에서 코로나19와 국제공조를 주제로 연설한다. 게이츠 이사장은 이날 오전 10시 국회를 찾아 김진표 국회의장 등 주요 정치권 인사와 환담한 뒤 10시 40분부터 국회의원들을 대상으로 연설한다. 주제는 ‘코로나19 및...,"Tue, 16 Aug 2022 07:24:00 +0900"
[속보]17일 오후 9시 기준 국내 코로나 확진자 17만 1807명 발생,https://www.sisamagazine.co.kr/news/articleView.html?idxno=459529,"코로나방역, 코로나검사 (시사매거진DB) 17일 오후 9시 기준 국내 코로나19 확진자가 17만 1807명이 추가 발생 했다. 방역 당국과 각 지방자치단체에 따르면 이날 0시부터 오후 9시까지 코로나19 확진자...","Wed, 17 Aug 2022 21:22:00 +0900"
"“기업 출장비 규모, 2026년 돼야 코로나 이전 수준 회복”",https://biz.chosun.com/international/international_economy/2022/08/16/CK72HYG3A5BKBKW6KTKOZF4TOM/?utm_source=naver&utm_medium=original&utm_campaign=biz,전 세계적인 기업 출장비 규모가 오는 2026년에 이르러서야 코로나19 팬데믹 이전 수준으로 회복할... GBTA에 따르면 코로나19 발생 이전인 지난 2019년 글로벌 업무 출장비 규모는 1조4310억 달러(약 1877조원)였다....,"Tue, 16 Aug 2022 10:40:00 +0900"
"[포토] 용산구, 코로나19 검사",http://www.edaily.co.kr/news/newspath.asp?newsid=02778166632428304,"17일 서울 용산구 용산보건소 코로나19 선별진료소에서 시민들이 검사를 받고 있다. 한편, 중앙방역대책본부는 이날 0시 기준 코로나19 신규 확진자가 18만 803명 발생했다고 밝혀 18주 만에 최고치를 기록했다.","Wed, 17 Aug 2022 13:37:00 +0900"
[포토] 용산보건소 코로나19 선별진료소,http://www.edaily.co.kr/news/newspath.asp?newsid=02919206632428304,"17일 서울 용산구 용산보건소 코로나19 선별진료소에서 시민들이 검사를 받기 위해 대기하고 있다. 한편, 중앙방역대책본부는 이날 0시 기준 코로나19 신규 확진자가 18만 803명 발생했다고 밝혀 18주 만에 최고치를...","Wed, 17 Aug 2022 14:20:00 +0900"
"코로나19 확진자 수, 18주만 최다치..광주·전남 1만 3,030명 확진",http://www.ikbc.co.kr/article/view/kbc202208170025,코로나19 확진자 수가 18주 만에 최다치를 기록했습니다. 중앙방역대책본부는 오늘(17일) 0시 기준 코로나19 확진자 수가 18만 803명으로 집계됐다고 밝혔습니다. 사회적 거리두기 전면 해제 전인 지난 4월 13일...,"Wed, 17 Aug 2022 10:55:00 +0900"
올해 수능원서 18일부터 접수…코로나 격리대상자 대리 접수,https://news.kbs.co.kr/news/view.do?ncd=5533865&amp;ref=A,"응시원서는 수험생 본인이 직접 접수해야 하지만, 코로나19 확진 등으로 격리통보를 받은 수험생이나 수형자, 군 복무자, 입원 중인 환자, 원서 접수일 기준 해외 거주자 등에 한해서는 대리 접수가 허용됩니다. 또...","Tue, 16 Aug 2022 12:00:00 +0900"
화이자 CEO도 코로나 확진…4차 접종에도 ‘돌파감염’,http://news.heraldcorp.com/view.php?ud=20220816000009,미국 제약사 화이자의 앨버트 불라 최고경영자(CEO)가 신종 코로나바이러스 감염증(코로나19) 양성 판정을 받았다고 15일(현지시간) 회사 측이 밝혔다. 불라 CEO는 이날 성명에서 “화이자-바이오엔테크 백신을 4차까지...,"Tue, 16 Aug 2022 05:27:00 +0900"
"논산소방서, 코로나 환자 신속 이송 ‘훈훈’",http://www.joongdo.co.kr/web/view.php?key=20220818010004948,"세 소방관은 8일 이른 아침 코로나 확진 기간 중에 갑자기 실신한 환자를 응급처치 후 안전하게 병원으로 이송했다. 게시글 작성자는 “코로나 확진자라 받아준다는 병원 찾기도 힘들었는데, 불안해하는 가족들까지...","Thu, 18 Aug 2022 09:58:00 +0900"
"전립선암약 이어 천식약도 찾았다…""듀피젠트, 코로나환자에 효과""",https://www.news1.kr/articles/4775363,성재준 바이오전문기자 = 아토피 피부염과 천식 치료에 널리 사용되는 약물이 코로나19 환자 치료에 도움이 된다는 해외 임상2a상 연구 결과가 공개됐다. 전립선암 약으로 개발 중인 '사비자불린'이 중증 코로나19...,"Wed, 17 Aug 2022 12:15:00 +0900"
[그래픽] 코로나 재감염 비율 6.11%…누적 18만3617명,http://www.newsis.com/view/?id=NISI20220816_0001063989,"16일 질병관리청에 따르면 지난 7일 0시 기준 누적 확진자는 총 2016만8802명으로, 이 중 2회 이상 재감염 추정 사례는 18만3617명으로 집계됐다. 발생률은 0.91%다. 지난 7월31일부터 8월6일까지 1주간 확진자 중...","Tue, 16 Aug 2022 16:35:00 +0900"
포항 2082명·구미 1982명·경산 1195명…경북서 1만125명 코로나19 신규 확진,http://www.kyongbuk.co.kr/news/articleView.html?idxno=2109932,시민들이 코로나19 검사를 받기 위해 접수하고 있다. 경북일보DB 경북에서 신종 코로나바이러스 감염증(코로나19) 신규 확진자가 하루 1만 명을 넘었다. 이는 지난 4월 13일(1만2062명) 이후 4개월여...,"Thu, 18 Aug 2022 09:02:00 +0900"
경북 '코로나19' 확진자 1만125명...4개월만에 최대,http://www.kbsm.net/news/view.php?idx=360582,경북도내 코로나19 확진자가 1만125명 발생했다. 지난 4월 13일 1만2063명 발생 이후 127일 만의 최대 수치이다. 18일 경북도에 따르면 이날 0시 기준 코로나19 신규 확진자는 전날 대비 1만125명...,"Thu, 18 Aug 2022 09:14:00 +0900"
"美 질 바이든 여사, 코로나19 확진…""백신 4차 접종했고, 가벼운 증상""",http://news.tvchosun.com/site/data/html_dir/2022/08/17/2022081790050.html,조 바이든 미 대통령의 영부인 질 바이든 여사가 코로나19에 확진됐다. 바이든 여사 측 엘리자베스 알렉산더 공보국장은 현지시간 16일 성명을 내고 이같이 밝혔다. 바이든 여사는 코로나19 백신 2회 접종과 2회 부스터?...,"Wed, 17 Aug 2022 07:20:00 +0900"
"경기도, 이재민 임시주거시설 코로나19 집단감염 예방 강화",http://moneys.mt.co.kr/news/mwView.php?no=2022081617535844302,경기도가 집중호우로 인한 이재민 임시주거시설에서 코로나19가 확산되지 않도록 시설별 보건소 전담... 경기도 이재민 가운데 코로나19 확진자는 현재 안양시 2명으로 확진 후 친인척 자택 등에서 격리하고 있다....,"Tue, 16 Aug 2022 18:00:00 +0900"
코로나 신규확진 17만8574명…전주대비 1.3배 증가 '확산 지속',https://www.sisa-news.com/news/article.html?no=209301,위중증 470명·사망 61명…재택치료 70만명 코로나19 재유행으로 지난 17일 전국에서 17만8547명이 신규... 코로나19로 사망한 사람은 전날보다 19명 늘어난 61명이다. 이 중 50세 이상이 56명(91.8%)이다. 누적...,"Thu, 18 Aug 2022 10:00:00 +0900"
"인천시교육청, 코로나19 재유행 방역 정책설명회 개최",http://www.enewstoday.co.kr/news/articleView.html?idxno=1591438,대상으로 코로나19 재유행 대비 감염병 예방 및 대응 정책 설명회를 개최했다. 이번 학교 감염병 대응... 소개 ▶코로나19 감염병 추이 및 방역 관리 지침 안내 ▶재유행 대비 대응 계획 순으로 진행됐다. 주 내용은 예방을...,"Wed, 17 Aug 2022 10:30:00 +0900"
[속보]코로나 위중증 환자 470명…사망 61명 발생,http://www.newsis.com/view/?id=NISX20220818_0001982192&cID=10201&pID=10200,"▶ 네이버에서 뉴시스 구독하기 ▶ K-Artprice, 유명 미술작품 가격 공개 ▶ 뉴시스 빅데이터 MSI 주가시세표 바로가기","Thu, 18 Aug 2022 09:30:00 +0900"
"수재민 코로나19 방역 대응 강화…""보호소 집단감염 막는다""",https://www.news1.kr/photos/view/?5530865,= 박향 중앙사고수습본부 방역총괄반장이 17일 오전 서울 종로구 정부서울청사에서 코로나19 중대본 정례브리핑을 하고 있다. 2022.8.17/뉴스1,"Wed, 17 Aug 2022 12:21:00 +0900"
코로나19 검사 기다리는 입국자들,https://www.yna.co.kr/view/PYH20220816169800013?input=1196m,해외 유입된 코로나19 신규 확진자 수가 463명을 기록한 16일 오후 인천국제공항 제1터미널 입국자 전용 검사센터에서 입국자들이 검사를 기다리고 있다. 2022.8.16,"Tue, 16 Aug 2022 15:58:00 +0900"
코로나19 해외 유입 확진자 463명,https://www.yna.co.kr/view/PYH20220816170300013?input=1196m,해외 유입된 코로나19 신규 확진자 수가 463명을 기록한 16일 오후 인천국제공항 제1터미널 입국자 전용 검사센터에서 입국자들이 검사를 기다리고 있다. 2022.8.16,"Tue, 16 Aug 2022 15:58:00 +0900"
"경기도, 이재민 임시주거시설 코로나19 집단감염 대비 일일감시체계 가동",https://www.sedaily.com/NewsView/269TJM1FIG,경기도가 집중호우로 인한 이재민 임시주거시설에서 코로나19가 확산하지 않도록 시설별 보건소 전담... 경기도 이재민 가운데 코로나19 확진자는 현재 안양시 2명으로 확진 후 친인척 자택 등에서 격리하고 있다....,"Tue, 16 Aug 2022 15:14:00 +0900"
"전북 코로나19 신규 확진자 3,663명…공휴일 영향 전주 대비 감소",https://news.kbs.co.kr/news/view.do?ncd=5533847&amp;ref=A,"오늘(16일) 새벽 0시 기준 전북지역 코로나19 신규 확진자는 3,663명입니다. 한 주 전 같은 요일보다 1,800여 명 감소했습니다. 전라북도는 ""어제(15일)가 공휴일이어서 검사 건수가 줄어든 영향으로 보인다""고...","Tue, 16 Aug 2022 11:33:00 +0900"
산모·신생아 병상 찾아 헤매자… '주말 코로나 중증 당직병원' 운영키로,https://hankookilbo.com/News/Read/A2022081714010005357?did=NA,"코로나19 확산세로 위중증 환자가 늘자 확진된 산모·신생아가 병상을 찾아 헤매는 일이 벌어지고 있다.... 명당 코로나19 확진자가 가장 많이 발생하는 것과 관련해 ""우려할 수준은 아니다""라고 설명했다. 8월 1주 한국의...","Wed, 17 Aug 2022 14:55:00 +0900"
"영동군 학산면 새마을협의회, 코로나19에도 변함없는 이웃사랑 '눈길'",http://www.bzeronews.com/news/articleView.html?idxno=526958,"충북 영동군 학산면새마을지도자협의회(지도자회장 장두석, 부녀회장 설재분)가 코로나19와 무더위 속에서도... 장두석․ 설재분 회장은 ""무더위와 코로나19 감염병 재확산으로 힘든 시기에도 불구하고 봉사에 적극 참여해...","Wed, 17 Aug 2022 11:18:00 +0900"
코로나19로 지친 아산시민 '군무'로 활기 찾는다,https://hankookilbo.com/News/Read/A2022081611370002835?did=NA,충남 아산시는 코로나19로 움츠린 시민에게 활기를 불어 넣고 시민화합을 위한 ‘2022 제1회 범 아산시민 파이팅 페스티벌’을 연다고 16일 밝혔다. 다음 달 4일 신정호수 야외음악당에서 열리는 축제는 ’아산의 힘!...,"Tue, 16 Aug 2022 12:32:00 +0900"
“코로나 격리되기 전 도망가자”... 中 이케아서 쇼핑객 탈출 소동,https://www.chosun.com/international/china/2022/08/15/OHFEYDUA2JDHNHNFZBC6DFDGOY/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news,상하이의 한 이케아(IKEA) 매장에서 코로나바이러스감염증 강제 격리를 피하려던 쇼핑객들이 탈출을... 15일(현지 시각) BBC는 지난 13일 상하이 당국이 쇼핑객 한 명이 코로나 확진자와 밀접 접촉했다는 이유로 쉬후이(徐汇)...,"Mon, 15 Aug 2022 22:54:00 +0900"
"수원시, 수원역에서 노숙인 대상으로 코로나19 백신 접종",https://www.viva100.com/main/view.php?key=20220817010004253,"수원시, 수원역에서 노숙인 대상으로 코로나19 백신 접종 수원시가 코로나19 재확산을 방지하기 위해 17일 수원역 정나눔터에서 노숙인을 대상으로 코로나19 백신 접종을 했다. 팔달구보건소 소속 의사·간호사 등...","Wed, 17 Aug 2022 14:12:00 +0900"
"유민상, 코로나19 확진으로 '컬투쇼' 불참 ""자가격리 중""",http://www.joynews24.com/view/1511066,방송인 유민상이 코로나19 확진됐다. 17일 방송된 SBS 라디오 파워FM '두시 탈출 컬투쇼'에서는 개그맨 유민상이 스페셜 DJ로 예정돼 있었으나 자리하지 못했다. 방송인 유민상이 코로나19 확진 판정으로 자가격리 중이다....,"Wed, 17 Aug 2022 14:26:00 +0900"
코로나19 검사 기다리는 입국자들,https://www.yna.co.kr/view/PYH20220816169900013?input=1196m,해외 유입된 코로나19 신규 확진자 수가 463명을 기록한 16일 오후 인천국제공항 제1터미널 입국자 전용 검사센터에서 입국자들이 검사를 기다리고 있다. 2022.8.16,"Tue, 16 Aug 2022 15:58:00 +0900"
"웰스바이오, 올해 교육청에 코로나19 자가검사키트 300만개 공급",http://news.mt.co.kr/mtview.php?no=2022081616295271774,자사의 코로나19 자가검사키트 'careUS™ COVID-19 Antigen Home Test'의 신규 공급 계약을 체결했다고 16일 밝혔다.... 'careUS™ COVID-19 Antigen Home Test'는 호흡기 감염이 의심되는 개인의 비강(콧속) 도말 검체를 통해 코로나19...,"Tue, 16 Aug 2022 16:33:00 +0900"
"김윤철 합천군수, 코로나 백신 4차 접종…군민 독려",https://www.cnbnews.com/news/article.html?no=560300,"(사진=합천군 제공) 김윤철 합천군수가 17일 군 보건소에서 코로나19 백신 4차 접종을 받았다. 김윤철 군수는 접종에 앞서 코로나 최일선에서 애쓰는 의료진과 보건소 관계자를 격려했으며, 예방접종 상황을 꼼꼼히...","Wed, 17 Aug 2022 18:02:00 +0900"
박형준 부산시장 코로나19 확진…7일간 격리,https://www.news1.kr/articles/4773184,"박형준 부산시장이 신종 코로나바이러스 감염증(코로나19) 양성판정을 받고 재택치료에 들어갔다. 15일 부산시 등에 따르면, 박 시장은 이날 오전 유전자증폭(PCR) 검사에서 코로나19 양성판정을 받았다. 박 시장은 전날...","Mon, 15 Aug 2022 13:41:00 +0900"
"포항남부소방서, 특수 음압구급차 배치...코로나19 대응",http://www.newsis.com/view/?id=NISX20220816_0001980025&cID=10810&pID=10800,경북 포항남부소방서는 코로나19 환자의 안전한 이송과 지역사회 감염에 대응하기 위해 최근 특수 제작한 음압구급차를 배치했다고 16일 밝혔다. 경북도는 높은 전파력을 가진 코로나19 변이의 급격한 확산과 시민들의...,"Tue, 16 Aug 2022 16:05:00 +0900"
"파주시, 코로나19 PCR검사 당일 예약기능 도입",http://news.tf.co.kr/read/national/1958843.htm,보건소 제공 문자·앱 통해 원하는 시간 예약..대기시간 없이 바로 검사 가능 파주시가 코로나19 확산세에... 예약 방법은 보건소에서 제공하는 문자나 앱을 통해 코로나19 정보관리시스템에 접속해 원하는 시간대를...,"Tue, 16 Aug 2022 16:20:00 +0900"
전북 '코로나19' 확산세 역대 최고조 보인 5개월 전 3월로 회귀,https://www.pressian.com/pages/articles/2022081805433513955?utm_source=naver&utm_medium=search,전북 '코로나19' 하루 확진자 인원이 5개월 전으로 다시 회귀하면서 월 확진자 기록도... 18일 전북도 보건당국에 따르면 전날 도내 '코로나19' 확진자는 총 6987명으로...,"Thu, 18 Aug 2022 05:46:00 +0900"
‘네버 코비드’ 대신 ‘코로나 비감염’ 우리말 쓰세요,http://www.edaily.co.kr/news/newspath.asp?newsid=04988886632427976,문화체육관광부와 국립국어원은 ‘네버 코비드’를 대체할 쉬운 우리말로 ‘코로나 비감염’을 선정했다고 16일 밝혔다. ‘네버 코비드’는 신종 코로나바이러스 감염증(코로나19)에 한 번도 걸리지 않은 상태 또는 한...,"Tue, 16 Aug 2022 18:48:00 +0900"
"경기도, 이재민 임시주거시설 코로나19 일일감시체계 가동",http://www.inews24.com/view/1510723,경기도가 집중호우로 인한 이재민 임시주거시설에서 신종 코로나바이러스 감염증(코로나19)이 확산되지 않도록 감염병 예방 대응 강화에 나섰다. 류영철 경기도 보건건강국장은 16일 경기도청에서 기자회견을 열고...,"Tue, 16 Aug 2022 16:27:00 +0900"
[포토] 코로나19 신규 확진자 18만명,http://www.edaily.co.kr/news/newspath.asp?newsid=02755206632428304,"17일 서울 용산구 용산보건소 코로나19 선별진료소에서 시민들이 검사를 받기 위해 대기하고 있다. 한편, 중앙방역대책본부는 이날 0시 기준 코로나19 신규 확진자가 18만 803명 발생했다고 밝혔다. 이는 18주 만에...","Wed, 17 Aug 2022 13:34:00 +0900"
[서상균 그림창] 코로나 만지기,http://www.kookje.co.kr/news2011/asp/newsbody.asp?code=1900&key=20220818.22018004762,,"Thu, 18 Aug 2022 03:04:00 +0900"
파주시 코로나19 검사 당일예약 도입…시민편의↑,http://www.fnnews.com/news/202208161228143735,파주시가 코로나19 확산세에 대비해 선별진료소(임시선별검사소) 코로나19 검사(PCR) 당일 예약기능을 16일부터 도입한다. 이에 따라 검사자가 원하는 시간으로 예약해 선별진료소를 방문하면 대기시간 없이 바로 검사가...,"Tue, 16 Aug 2022 12:31:00 +0900"
[속보] 코로나 신규확진 18만명...18주만에 최다,https://www.gokorea.kr/news/articleView.html?idxno=728498,"사진=연합뉴스 코로나19 재확산 이후 17일 0시 기준 신규 확진자가 약 18만명에 달했다. 이날 위중증 환자 수는 498명, 사망자 수는 42명이다. 김성호 중앙재난안전대책본부(이하 중대본) 제2총관조정관은 오늘...","Wed, 17 Aug 2022 09:14:00 +0900"
"현대바이오, 먹는 코로나19 치료제 임상참여자 100명 돌파",http://www.fnnews.com/news/202208160845451232,중인 코로나19 치료제의 임상 진행 속도가 지난달 개최된 DSMB(데이터안전성모니터링위원회) 이후 눈에 띄게 빨라져 시선을 끌고 있다. 현대바이오는 범용 항바이러스제 후보물질인 CP-COV03의 코로나19 임상2상에...,"Tue, 16 Aug 2022 09:01:00 +0900"
"국내 코로나19, 18일 0시 기준 신규확진자 178,574명",https://www.gukjenews.com/news/articleView.html?idxno=2531267,"국내 코로나19, 신규확진 178574명…국내발생 177941명·해외유입 633명 18일 국내 신종 코로나바이러스 감염증(코로나19) 신규 확진자는 총 178,574명으로 확인됐다. 질병관리본부 중앙방역대책본부는...","Thu, 18 Aug 2022 09:28:00 +0900"
"예천군, 코로나19 위기극복 위해 8월 주민세 전액 감면",http://www.nspna.com/news/?mode=view&newsid=587925,"조인호 기자, 예천군(군수 김학동)은 코로나19 장기화에 따라 경제적 어려움을 겪고 있는 군민들을 위해... 군은 주민들 편의를 위해 별도 신청이나 서류 제출 없이 주민세를 직권으로 감면 처리할 예정으로 코로나19...","Wed, 17 Aug 2022 15:40:00 +0900"
수영 “코로나 후유증 후각 잃어 서러워” 꽃향기 못 맡아 (소시탐탐)[결정적...,https://www.newsen.com/news_view.php?uid=202208170600441710,뉴스엔 유경상 yooks@ 수영이 코로나 후유증으로 후각을 잃었다고 토로했다. 8월 16일 방송된 JTBC ‘소시탐탐’... 수영은 “코로나 걸리고 후유증인가 보다”며 “진짜 이게 약간 서럽다”고 토로했다. 소녀시대 멤버들은...,"Wed, 17 Aug 2022 06:16:00 +0900"
[속보]17일 오후 6시 기준 울산 코로나 확진자 4212명,https://www.gukjenews.com/news/articleView.html?idxno=2530964,17일 오후 6시 기준 울산 코로나 확진자 4212명 (국제뉴스DB) 오후 6시 기준 울산 코로나 확진자가 4212명 추가된 것으로 알려졌다. 17일 방역 당국과 울산시에 따르면 이날 0시부터 오후 6시까지 발생한 울산...,"Wed, 17 Aug 2022 18:36:00 +0900"
"신천지 이만희, '코로나 방역 방해' 대법 선고…1·2심 무죄",http://www.newsis.com/view/?id=NISX20220811_0001975782&cID=10201&pID=10200,정부의 코로나19 방역업무를 방해한 혐의로 재판에 넘겨진 이만희(91) 신천지예수교 증거장막성전(신천지)... 이 총회장은 2020년 2월 코로나19 확진자가 급증하는 상황에서 신천지 교인 일부를 누락한 명단과 거짓으로...,"Fri, 12 Aug 2022 05:00:00 +0900"
코로나 재확산 18만명 발생,http://www.newsis.com/view/?id=NISI20220817_0019144656,"코로나19 하루 확진자 수가 18만803명 발생, 넉달여만에 최다치를 기록한 17일 오후 서울 광진구 코로나19 거점전담병원인 혜민병원에서 의료진이 환자 이송을 준비하고 있다. 2022.08.17. kgb@newsis.com 공감언론...","Wed, 17 Aug 2022 16:33:00 +0900"
코로나 확진자 18만 명 넘었다…“8월 말 20만 명”,http://www.ichannela.com/news/main/news_detailPage.do?publishId=000000309922,코로나19 신규 확진자가 18만 명을 넘어섰습니다. 정부는 여름 휴가철과 광복절 연휴 기간 중 이동량 증가가... 또 팍스로비드 등 먹는 코로나 치료제의 투여율을 높이기 위해 투여 현황도 모니터링하겠다고 밝혔습니다....,"Wed, 17 Aug 2022 12:21:00 +0900"
코로나19 해외 유입 확진자 463명,https://www.yna.co.kr/view/PYH20220816179600013?input=1196m,해외 유입된 코로나19 신규 확진자 수가 463명을 기록한 16일 오후 인천국제공항 제1터미널 입국자 전용 검사센터에서 입국자들이 검사를 기다리고 있다. 2022.8.16,"Tue, 16 Aug 2022 16:18:00 +0900"
무주군 코로나19 확진자·예방접종 이상반응자 심리지원,http://sjbnews.com/news/news.php?number=754168,무주군이 코로나19 확진자 및 예방접종 이상반응자에 대한 심리지원 서비스를 제공한다. 심리지원서비스는 코로나19의 장기화로 군민들의 피로감과 불안 및 우울 등 정신건강 악화를 예방하기 위한 것으로 심리지원의...,"Tue, 16 Aug 2022 20:10:00 +0900"
강원 코로나19 신규 확진 5642명… 4차 접종률 15.8%,http://www.kukinews.com/newsView/kuk202208170214,사진=쿠키뉴스 DB 17일 오후 8시 기준 강원지역서 5642명의 코로나19 신규 확진자가 나왔다. 강원도에 따르면 이날 0시부터 오후 8시까지 도내 18개 시.군에서 5642명이 신규 확진돼 지역 누적 확진자는...,"Wed, 17 Aug 2022 23:42:00 +0900"
